from,Acajutla,Aliaga,Altamira,Arzew,Ashdod,Barcelona,Bethioua,Bilbao,Bonny,Brass,Brownsville,Cameron,Cape Town,Cartagena,Caucedo,Coega,Corpus Christi,Cove Point,Damietta,Dar-es-Salaam,Dragon,Drovyanoy,Dunkirk,Everett,Falconara,Ferrol,Fort de France,Fos - Cavaou,Fos Sur Mer,Freeport,Gibraltar,Gioia Tauro,Golden Pass,Guanabara,Guayama,Guayanilla,Gulf Gateway,Hadera,Halifax,Hammerfest,Holyhead,Huelva,Idku,Isle of Grain,Jorf Lasfar,Klaipeda,Koper,Kribi,Krk Island,Lake Charles,Le Havre,Limassol,Limerick,Livorno,Malta,Marmara Ereglisi,Marsa el Brega,Mombasa,Montoir,Mossel Bay,Mozambique Port,Neptune,Northeast Gateway,Ortona,Paldiski South Harbour,Panigaglia,Pascagoula,Pecem,Plaquemines,Point Fortin,Pointe-a-Pitre,Port Arthur,Port Dolphin,Port Esquivel,Port Said,Porto Empedocle,Puerto Bahia,Punta Europa,Quebec,Revithoussa,Rio Grande,Rosignano,Rostock,Rotterdam,Rovigo,Sabine Pass,Sagunto,Saint John,Salvador,Santa Cruz de Tenerife,Sao Francisco do Sul,Savannah,Shtokman,Sines,Skikda,South Hook,Soyo,Swinoujscie,Taranto,Teesport,Trieste,Tripoli,Vyborg,Wilhelmshaven,Yuzhny,Zeebrugge,Boryeong,Caofeidian,Chita,Coos Bay,Costa Azul,Dalian,Dangjin,Donghae,Fukuoko,Futtsu,Gladstone,Gwangyang,Hachinohe,Hakodate,Hatsukaichi,Heibei,Hibiki,Higashi-Ogishima,Himeji,Hitachi,Inchon,Ishikariwan-Shinko,Jiangsu,Joetsu,Kagoshima,Kawagoe,Kenai,Kitakyushu,Kitimat,Kushiro,Kwangyang,Lianyungang,Manzanillo,Mejillones,Mizushima,Nagasaki,Nanao,Naoetsu,Negishi,Niigata-Higashi,Niigata-Nishi,Ogishima,Oita,Osaka,Pampa Melchorita,Prigorodnoye,Prince Rupert,Pyeong Taek,Qingdao,Qinhuangdao,Quintero,Rosarito,Sakai,Sakaide,Samcheog,Senboku,Sendai,Shanghai,Shimizu,Shinminato,Sodegaura,Soma,Talcahuano,Tangshan,Tianjin (Sinopec),Tianjin Lingang,Tobata,Tokyo Bay,Tong Yong,Vladivostok,Wakayama,Yanai,Yokkaichi,Yokohama,Zhangjiagang,Ambon,Arun,Barrow Island,Batangas,Bei Hai,Bintulu,Bladin Point,Bontang,Cai Mep,Chiwan,Dampier,Darwin,Dili,Fujian,Guangdong,Haikou,Hainan,Ho Chi Min City,Ichthys,Jakarta,Johore,Karratha,Lahad Datu,Lumut,Luwuk,Malacca,Map Ta Phut,New Plymouth,Ningbo,Okinawa,Onslow,Panjang,Pluto,Port Moresby,Prelude FLNG,Qinzhou,Semarang,Seria,Shenzhen,Singapore,Sungai Udang,Tabangao,Taichung,Tangguh,Yangpu,Yangshan,Yuedong,Yung An,Zhoushan,Zhuhai
Taichung,,,10597.126,,,,,,,,10565.550,10508.808,,,9762.141,,10594.168,10822.695,,,13378.772,15332.043,13662.450,11117.304,,,10112.158,,,10535.473,,,10504.308,,9910.414,9880.471,10396.471,,11276.042,14188.574,13438.029,,,13755.958,,14429.497,,,,10514.094,13569.415,,13251.670,,,,,,,,,11104.259,11103.707,,14627.803,,10374.945,,10359.026,10132.854,10129.353,10510.858,10304.508,9496.780,,,9226.190,,12043.991,,,,14204.652,13773.684,,10501.233,,11266.535,,,,10518.565,14496.335,,,13375.670,,14234.132,,13812.834,,,14791.044,14006.504,,13710.499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Talcahuano,,8827.086,4488.861,7440.880,9195.334,7701.435,7440.356,7305.955,,,4457.285,4400.543,,7427.331,3653.876,,4485.903,4714.430,9073.940,,7270.507,9223.778,7554.185,5009.039,8797.797,7074.996,4003.893,7879.085,7882.177,4427.208,7187.053,8207.525,4396.043,,3802.149,3772.206,4288.206,9186.687,5167.777,8080.309,7329.764,7122.146,8998.491,7647.693,7010.770,8321.232,8902.816,,8860.828,4405.829,7461.150,9091.720,7143.405,8047.060,8172.378,8962.295,8575.352,,7357.373,,,4995.994,4995.442,8728.321,8519.538,8063.276,4266.680,,4250.761,4024.589,4021.088,4402.593,4196.243,3388.515,9097.685,8103.697,3117.925,,5935.726,8695.389,,8057.518,8096.387,7665.419,8888.244,4392.968,7588.321,5158.270,,6668.100,,4410.300,8388.070,7014.443,7786.435,7267.405,,8125.867,8462.873,7704.569,8904.876,9215.910,8682.779,7898.239,9353.798,7602.234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tangguh,,,11131.692,,,,,,,,11100.116,11043.374,,,10296.707,,11128.734,11357.261,,,,,,11651.870,,,10646.724,,,11070.039,,,11038.874,,10444.980,10415.037,10931.037,,11810.608,,,,,,,,,,,11048.660,,,,,,,,,,,,11638.825,11638.273,,,,10909.511,,10893.592,10667.420,10663.919,11045.424,10839.074,10031.346,,,9760.756,,12578.557,,,,,,,11035.799,,11801.101,,,,11053.131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tangshan,,14877.661,10539.436,13491.455,15245.909,13752.010,13490.931,13356.530,,,10507.860,10451.118,,13477.906,9704.451,,10536.478,10765.005,15124.515,,13321.082,15274.353,13604.760,11059.614,14848.372,13125.571,10054.468,13929.660,13932.752,10477.783,13237.628,14258.100,10446.618,,9852.724,9822.781,10338.781,15237.262,11218.352,14130.884,13380.339,13172.721,15049.066,13698.268,13061.345,14371.807,14953.391,,14911.403,10456.404,13511.725,15142.295,13193.980,14097.635,14222.953,15012.870,14625.927,,13407.948,,,11046.569,11046.017,14778.896,14570.113,14113.851,10317.255,11683.731,10301.336,10075.164,10071.663,10453.168,10246.818,9439.090,15148.260,14154.272,9168.500,,11986.301,14745.964,,14108.093,14146.962,13715.994,14938.819,10443.543,13638.896,11208.845,,12718.675,,10460.875,14438.645,13065.018,13837.010,13317.980,,14176.442,14513.448,13755.144,14955.451,15266.485,14733.354,13948.814,15404.373,13652.809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taranto,6526.441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14161.263,14502.487,13531.255,9368.917,8505.734,14362.768,14187.666,13727.306,14037.014,13401.210,13511.031,13909.508,13123.393,13145.538,13842.496,14502.487,13811.970,13406.868,13707.611,13276.188,14227.747,13197.914,14248.338,13427.826,13918.697,13532.565,10767.880,13814.531,10012.271,12955.702,13909.508,14329.999,7420.775,7777.043,13751.790,13928.443,13461.284,13427.826,13400.045,13371.218,13373.888,13402.710,13817.005,13686.934,7106.338,12976.012,10048.953,14224.781,14311.357,14481.475,8272.459,8529.460,13683.888,13743.848,13727.306,13684.479,13211.128,14291.502,13447.999,13471.492,13410.346,13220.087,8465.683,14502.487,14530.662,14530.662,13812.442,13413.857,13860.893,13494.772,13655.419,13840.174,13532.507,13401.781,14358.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Teesport,5762.720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13397.542,13738.766,12767.534,8605.196,7742.013,13599.047,13423.945,12963.585,13273.293,12637.489,12747.310,13145.787,12359.672,12381.817,13078.775,13738.766,13048.249,12643.147,12943.890,12512.467,13464.026,12434.193,13484.617,12664.105,13154.976,12768.844,10004.159,13050.810,9248.550,12191.981,13145.787,13566.278,6657.054,7013.322,12988.069,13164.722,12697.563,12664.105,12636.324,12607.497,12610.167,12638.989,13053.284,12923.213,6342.617,12212.291,9285.232,13461.060,13547.636,13717.754,7508.738,7765.739,12920.167,12980.127,12963.585,12920.758,12447.407,13527.781,12684.278,12707.771,12646.625,12456.366,7701.962,13738.766,13766.941,13766.941,13048.721,12650.136,13097.172,12731.051,12891.698,13076.453,12768.786,12638.060,13594.904,,,,,,,,,,,,,,13858.423,,,,,,,,,,,,,,11617.033,13574.264,13399.328,,,,13103.487,,,,,,,,,13807.971,,,13522.301,,,13550.805,
Tianjin (Sinopec),,14903.863,10565.638,13517.657,15272.111,13778.212,13517.133,13382.732,,,10534.062,10477.320,,13504.108,9730.653,,10562.680,10791.207,15150.717,,13347.284,15300.555,13630.962,11085.816,14874.574,13151.773,10080.670,13955.862,13958.954,10503.985,13263.830,14284.302,10472.820,,9878.926,9848.983,10364.983,15263.464,11244.554,14157.086,13406.541,13198.923,15075.268,13724.470,13087.547,14398.009,14979.593,,14937.605,10482.606,13537.927,15168.497,13220.182,14123.837,14249.155,15039.072,14652.129,,13434.150,,,11072.771,11072.219,14805.098,14596.315,14140.053,10343.457,11709.933,10327.538,10101.366,10097.865,10479.370,10273.020,9465.292,15174.462,14180.474,9194.702,,12012.503,14772.166,,14134.295,14173.164,13742.196,14965.021,10469.745,13665.098,11235.047,,12744.877,,10487.077,14464.847,13091.220,13863.212,13344.182,,14202.644,14539.650,13781.346,14981.653,15292.687,14759.556,13975.016,15430.575,13679.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tianjin Lingang,,14903.863,10565.638,13517.657,15272.111,13778.212,13517.133,13382.732,,,10534.062,10477.320,,13504.108,9730.653,,10562.680,10791.207,15150.717,,13347.284,15300.555,13630.962,11085.816,14874.574,13151.773,10080.670,13955.862,13958.954,10503.985,13263.830,14284.302,10472.820,,9878.926,9848.983,10364.983,15263.464,11244.554,14157.086,13406.541,13198.923,15075.268,13724.470,13087.547,14398.009,14979.593,,14937.605,10482.606,13537.927,15168.497,13220.182,14123.837,14249.155,15039.072,14652.129,,13434.150,,,11072.771,11072.219,14805.098,14596.315,14140.053,10343.457,11709.933,10327.538,10101.366,10097.865,10479.370,10273.020,9465.292,15174.462,14180.474,9194.702,,12012.503,14772.166,,14134.295,14173.164,13742.196,14965.021,10469.745,13665.098,11235.047,,12744.877,,10487.077,14464.847,13091.220,13863.212,13344.182,,14202.644,14539.650,13781.346,14981.653,15292.687,14759.556,13975.016,15430.575,13679.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tobata,,14181.723,9843.498,12795.517,14549.971,13056.072,12794.993,12660.592,,,9811.922,9755.180,,12781.968,9008.513,,9840.540,10069.067,14428.577,,12625.144,14578.415,12908.822,10363.676,14152.434,12429.633,9358.530,13233.722,13236.814,9781.845,12541.690,13562.162,9750.680,,9156.786,9126.843,9642.843,14541.324,10522.414,13434.946,12684.401,12476.783,14353.128,13002.330,12365.407,13675.869,14257.453,,14215.465,9760.466,12815.787,14446.357,12498.042,13401.697,13527.015,14316.932,13929.989,,12712.010,,,10350.631,10350.079,14082.958,13874.175,13417.913,9621.317,10987.793,9605.398,9379.226,9375.725,9757.230,9550.880,8743.152,14452.322,13458.334,8472.562,,11290.363,14050.026,,13412.155,13451.024,13020.056,14242.881,9747.605,12942.958,10512.907,,12022.737,,9764.937,13742.707,12369.080,13141.072,12622.042,,13480.504,13817.510,13059.206,14259.513,14570.547,14037.416,13252.876,14708.435,12956.871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tokyo Bay,,13787.180,9448.955,12400.974,14155.428,12661.529,12400.450,12266.049,,,9417.379,9360.637,,12387.425,8613.970,,9445.997,9674.524,14034.034,,12230.601,14183.872,12514.279,9969.133,13757.891,12035.090,8963.987,12839.179,12842.271,9387.302,12147.147,13167.619,9356.137,,8762.243,8732.300,9248.300,14146.781,10127.871,13040.403,12289.858,12082.240,13958.585,12607.787,11970.864,13281.326,13862.910,,13820.922,9365.923,12421.244,14051.814,12103.499,13007.154,13132.472,13922.389,13535.446,,12317.467,,,9956.088,9955.536,13688.415,13479.632,13023.370,9226.774,10593.250,9210.855,8984.683,8981.182,9362.687,9156.337,8348.609,14057.779,13063.791,8078.019,,10895.820,13655.483,,13017.612,13056.481,12625.513,13848.338,9353.062,12548.415,10118.364,11416.600,11628.194,,9370.394,13348.164,11974.537,12746.529,12227.499,,13085.961,13422.967,12664.663,13864.970,14176.004,13642.873,12858.333,14313.892,12562.328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tong Yong,,14229.672,9891.447,12843.466,14597.920,13104.021,12842.942,12708.541,,,9859.871,9803.129,,12829.917,9056.462,,9888.489,10117.016,14476.526,,12673.093,14626.364,12956.771,10411.625,14200.383,12477.582,9406.479,13281.671,13284.763,9829.794,12589.639,13610.111,9798.629,,9204.735,9174.792,9690.792,14589.273,10570.363,13482.895,12732.350,12524.732,14401.077,13050.279,12413.356,13723.818,14305.402,,14263.414,9808.415,12863.736,14494.306,12545.991,13449.646,13574.964,14364.881,13977.938,,12759.959,,,10398.580,10398.028,14130.907,13922.124,13465.862,9669.266,11035.742,9653.347,9427.175,9423.674,9805.179,9598.829,8791.101,14500.271,13506.283,8520.511,,11338.312,14097.975,,13460.104,13498.973,13068.005,14290.830,9795.554,12990.907,10560.856,,12070.686,,9812.886,13790.656,12417.029,13189.021,12669.991,,13528.453,13865.459,13107.155,14307.462,14618.496,14085.365,13300.825,14756.384,13004.820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trieste,6981.292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14616.114,14957.338,13986.106,9823.768,8960.585,14817.619,14642.517,14182.157,14491.865,13856.061,13965.882,14364.359,13578.244,13600.389,14297.347,14957.338,14266.821,13861.719,14162.462,13731.039,14682.598,13652.765,14703.189,13882.677,14373.548,13987.416,11222.731,14269.382,10467.122,13410.553,14364.359,14784.850,7875.626,8231.894,14206.641,14383.294,13916.135,13882.677,13854.896,13826.069,13828.739,13857.561,14271.856,14141.785,7561.189,13430.863,10503.804,14679.632,14766.208,14936.326,8727.310,8984.311,14138.739,14198.699,14182.157,14139.330,13665.979,14746.353,13902.850,13926.343,13865.197,13674.938,8920.534,14957.338,14985.513,14985.513,14267.293,13868.708,14315.744,13949.623,14110.270,14295.025,13987.358,13856.632,14813.476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripoli,7279.547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14914.369,15255.593,14284.361,10122.023,9258.840,15115.874,14940.772,14480.412,14790.120,14154.316,14264.137,14662.614,13876.499,13898.644,14595.602,15255.593,14565.076,14159.974,14460.717,14029.294,14980.853,13951.020,15001.444,14180.932,14671.803,14285.671,11520.986,14567.637,10765.377,13708.808,14662.614,15083.105,8173.881,8530.149,14504.896,14681.549,14214.390,14180.932,14153.151,14124.324,14126.994,14155.816,14570.111,14440.040,7859.444,13729.118,10802.059,14977.887,15064.463,15234.581,9025.565,9282.566,14436.994,14496.954,14480.412,14437.585,13964.234,15044.608,14201.105,14224.598,14163.452,13973.193,9218.789,15255.593,15283.768,15283.768,14565.548,14166.963,14613.999,14247.878,14408.525,14593.280,14285.613,14154.887,15111.731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vladivostok,,13864.507,9526.282,12478.301,14232.755,12738.856,12477.777,12343.376,,,9494.706,9437.964,,12464.752,8691.297,,9523.324,9751.851,14111.361,,12307.928,14261.199,12591.606,10046.460,13835.218,12112.417,9041.314,12916.506,12919.598,9464.629,12224.474,13244.946,9433.464,,8839.570,8809.627,9325.627,14224.108,10205.198,13117.730,12367.185,12159.567,14035.912,12685.114,12048.191,13358.653,13940.237,,13898.249,9443.250,12498.571,14129.141,12180.826,13084.481,13209.799,13999.716,13612.773,,12394.794,,,10033.415,10032.863,13765.742,13556.959,13100.697,9304.101,10670.577,9288.182,9062.010,9058.509,9440.014,9233.664,8425.936,14135.106,13141.118,8155.346,,10973.147,13732.810,,13094.939,13133.808,12702.840,13925.665,9430.389,12625.742,10195.691,11493.927,11705.521,,9447.721,13425.491,12051.864,12823.856,12304.826,,13163.288,13500.294,12741.990,13942.297,14253.331,13720.200,12935.660,14391.219,12639.655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vyborg,6734.133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14368.955,14710.179,13738.947,9576.609,8713.426,14570.460,14395.358,13934.998,14244.706,13608.902,13718.723,14117.200,13331.085,13353.230,14050.188,14710.179,14019.662,13614.560,13915.303,13483.880,14435.439,13405.606,14456.030,13635.518,14126.389,13740.257,10975.572,14022.223,10219.963,13163.394,14117.200,14537.691,7628.467,7984.735,13959.482,14136.135,13668.976,13635.518,13607.737,13578.910,13581.580,13610.402,14024.697,13894.626,7314.030,13183.704,10256.645,14432.473,14519.049,14689.167,8480.151,8737.152,13891.580,13951.540,13934.998,13892.171,13418.820,14499.194,13655.691,13679.184,13618.038,13427.779,8673.375,14710.179,14738.354,14738.354,14020.134,13621.549,14068.585,13702.464,13863.111,14047.866,13740.199,13609.473,14566.317,,,,,,,,,,,,,,14829.836,,,,,,,,,,,,,,12588.446,14545.677,14370.741,,,,14074.900,,,,,,,,,14779.384,,,14493.714,,,14522.218,
Wakayama,,14034.092,9695.867,12647.886,14402.340,12908.441,12647.362,12512.961,,,9664.291,9607.549,,12634.337,8860.882,,9692.909,9921.436,14280.946,,12477.513,14430.784,12761.191,10216.045,14004.803,12282.002,9210.899,13086.091,13089.183,9634.214,12394.059,13414.531,9603.049,,9009.155,8979.212,9495.212,14393.693,10374.783,13287.315,12536.770,12329.152,14205.497,12854.699,12217.776,13528.238,14109.822,,14067.834,9612.835,12668.156,14298.726,12350.411,13254.066,13379.384,14169.301,13782.358,,12564.379,,,10203.000,10202.448,13935.327,13726.544,13270.282,9473.686,10840.162,9457.767,9231.595,9228.094,9609.599,9403.249,8595.521,14304.691,13310.703,8324.931,,11142.732,13902.395,,13264.524,13303.393,12872.425,14095.250,9599.974,12795.327,10365.276,,11875.106,,9617.306,13595.076,12221.449,12993.441,12474.411,,13332.873,13669.879,12911.575,14111.882,14422.916,13889.785,13105.245,14560.804,12809.240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wilhelmshaven,5954.059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13588.881,13930.105,12958.873,8796.535,7933.352,13790.386,13615.284,13154.924,13464.632,12828.828,12938.649,13337.126,12551.011,12573.156,13270.114,13930.105,13239.588,12834.486,13135.229,12703.806,13655.365,12625.532,13675.956,12855.444,13346.315,12960.183,10195.498,13242.149,9439.889,12383.320,13337.126,13757.617,6848.393,7204.661,13179.408,13356.061,12888.902,12855.444,12827.663,12798.836,12801.506,12830.328,13244.623,13114.552,6533.956,12403.630,9476.571,13652.399,13738.975,13909.093,7700.077,7957.078,13111.506,13171.466,13154.924,13112.097,12638.746,13719.120,12875.617,12899.110,12837.964,12647.705,7893.301,13930.105,13958.280,13958.280,13240.060,12841.475,13288.511,12922.390,13083.037,13267.792,12960.125,12829.399,13786.243,,,,,,,,,,,,,,14049.762,,,,,,,,,,,,,,11808.372,13765.603,13590.667,,,,13294.826,,,,,,,,,13999.310,,,13713.640,,,13742.144,
Yanai,,14210.040,9871.815,12823.834,14578.288,13084.389,12823.310,12688.909,,,9840.239,9783.497,,12810.285,9036.830,,9868.857,10097.384,14456.894,,12653.461,14606.732,12937.139,10391.993,14180.751,12457.950,9386.847,13262.039,13265.131,9810.162,12570.007,13590.479,9778.997,,9185.103,9155.160,9671.160,14569.641,10550.731,13463.263,12712.718,12505.100,14381.445,13030.647,12393.724,13704.186,14285.770,,14243.782,9788.783,12844.104,14474.674,12526.359,13430.014,13555.332,14345.249,13958.306,,12740.327,,,10378.948,10378.396,14111.275,13902.492,13446.230,9649.634,11016.110,9633.715,9407.543,9404.042,9785.547,9579.197,8771.469,14480.639,13486.651,8500.879,,11318.680,14078.343,,13440.472,13479.341,13048.373,14271.198,9775.922,12971.275,10541.224,,12051.054,,9793.254,13771.024,12397.397,13169.389,12650.359,,13508.821,13845.827,13087.523,14287.830,14598.864,14065.733,13281.193,14736.752,12985.188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yangpu,,,11361.704,,,,,,,,11330.128,11273.386,,,10526.719,,11358.746,11587.273,,,,,,11881.882,,,10876.736,,,11300.051,,,11268.886,,10674.992,10645.049,11161.049,,12040.620,,,,,,,,,,,11278.672,,,,,,,,,,,,11868.837,11868.285,,,,11139.523,,11123.604,10897.432,10893.931,11275.436,11069.086,10261.358,,,9990.768,,12808.569,,,,,,,11265.811,,12031.113,,,,11283.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yangshan,,,10315.814,,,,,13132.908,,,10284.238,10227.496,,,9480.829,,10312.856,10541.383,,,13097.460,15050.731,13381.138,10835.992,,12901.949,9830.846,,,10254.161,,,10222.996,,9629.102,9599.159,10115.159,,10994.730,13907.262,13156.717,12949.099,,13474.646,,14148.185,,,,10232.782,13288.103,,12970.358,,,,,,13184.326,,,10822.947,10822.395,,14346.491,,10093.633,11460.109,10077.714,9851.542,9848.041,10229.546,10023.196,9215.468,,,8944.878,,11762.679,,,,13923.340,13492.372,,10219.921,,10985.223,,,,10237.253,14215.023,12841.396,,13094.358,,13952.820,,13531.522,,,14509.732,13725.192,,13429.187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yokkaichi,,13903.926,9565.701,12517.720,14272.174,12778.275,12517.196,12382.795,,,9534.125,9477.383,,12504.171,8730.716,,9562.743,9791.270,14150.780,,12347.347,14300.618,12631.025,10085.879,13874.637,12151.836,9080.733,12955.925,12959.017,9504.048,12263.893,13284.365,9472.883,,8878.989,8849.046,9365.046,14263.527,10244.617,13157.149,12406.604,12198.986,14075.331,12724.533,12087.610,13398.072,13979.656,,13937.668,9482.669,12537.990,14168.560,12220.245,13123.900,13249.218,14039.135,13652.192,,12434.213,,,10072.834,10072.282,13805.161,13596.378,13140.116,9343.520,10709.996,9327.601,9101.429,9097.928,9479.433,9273.083,8465.355,14174.525,13180.537,8194.765,,11012.566,13772.229,,13134.358,13173.227,12742.259,13965.084,9469.808,12665.161,10235.110,11533.346,11744.940,,9487.140,13464.910,12091.283,12863.275,12344.245,,13202.707,13539.713,12781.409,13981.716,14292.750,13759.619,12975.079,14430.638,12679.074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yokohama,,13773.664,9435.439,12387.458,14141.912,12648.013,12386.934,12252.533,,,9403.863,9347.121,,12373.909,8600.454,,9432.481,9661.008,14020.518,,12217.085,14170.356,12500.763,9955.617,13744.375,12021.574,8950.471,12825.663,12828.755,9373.786,12133.631,13154.103,9342.621,,8748.727,8718.784,9234.784,14133.265,10114.355,13026.887,12276.342,12068.724,13945.069,12594.271,11957.348,13267.810,13849.394,,13807.406,9352.407,12407.728,14038.298,12089.983,12993.638,13118.956,13908.873,13521.930,,12303.951,,,9942.572,9942.020,13674.899,13466.116,13009.854,9213.258,10579.734,9197.339,8971.167,8967.666,9349.171,9142.821,8335.093,14044.263,13050.275,8064.503,,10882.304,13641.967,,13004.096,13042.965,12611.997,13834.822,9339.546,12534.899,10104.848,11403.084,11614.678,,9356.878,13334.648,11961.021,12733.013,12213.983,,13072.445,13409.451,12651.147,13851.454,14162.488,13629.357,12844.817,14300.376,12548.812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuedong,,,11043.429,,,,,,,,11011.853,10955.111,,,10208.444,,11040.471,11268.998,,,,,,11563.607,,,10558.461,,,10981.776,,,10950.611,,10356.717,10326.774,10842.774,,11722.345,,,,,,,,,,,10960.397,,,,,,,,,,,,11550.562,11550.010,,,,10821.248,,10805.329,10579.157,10575.656,10957.161,10750.811,9943.083,,,9672.493,,12490.294,,,,,,,10947.536,,11712.838,,,,10964.868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
